
 
C1    N2    Elastic                                             
E/N (Td)	Rate coefficient (m3/s)
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.000
15.20	0.000
15.83	0.000
16.46	0.000
17.11	0.000
17.78	0.000
18.46	0.000
19.15	0.000
19.85	0.000
20.57	0.000
21.30	0.000
22.05	0.000
22.81	0.000
23.58	0.000
24.36	0.000
25.16	0.000
25.97	0.000
26.80	0.000
27.64	0.000
28.49	0.000
29.36	0.000
30.23	0.000
31.13	0.5272E-26
32.03	0.1103E-25
32.95	0.2242E-25
33.89	0.4430E-25
34.83	0.8522E-25
35.79	0.1599E-24
36.77	0.2927E-24
37.75	0.5240E-24
38.75	0.9179E-24
39.77	0.1733E-23
40.79	0.2933E-23
41.83	0.4874E-23
42.89	0.7959E-23
43.95	0.1278E-22
45.03	0.2020E-22
46.13	0.3144E-22
47.23	0.4823E-22
48.36	0.7296E-22
49.49	0.1117E-21
50.64	0.1645E-21
51.80	0.2392E-21
52.97	0.3440E-21
54.16	0.4891E-21
55.36	0.6879E-21
56.58	0.9576E-21
57.81	0.1320E-20
59.05	0.1802E-20
60.30	0.2437E-20
61.57	0.3268E-20
62.85	0.4389E-20
64.15	0.5784E-20
65.46	0.7562E-20
66.78	0.9813E-20
68.11	0.1264E-19
69.46	0.1617E-19
70.83	0.2054E-19
72.20	0.2592E-19
73.59	0.3250E-19
74.99	0.4051E-19
76.41	0.5020E-19
77.84	0.6157E-19
79.28	0.7544E-19
80.74	0.9193E-19
82.21	0.1115E-18
83.69	0.1345E-18
85.19	0.1615E-18
86.70	0.1930E-18
88.22	0.2296E-18
89.76	0.2721E-18
91.31	0.3210E-18
92.87	0.3772E-18
94.45	0.4415E-18
96.04	0.5151E-18
97.64	0.5984E-18
99.26	0.6927E-18
100.9	0.7992E-18
102.5	0.9190E-18
104.2	0.1053E-17
105.9	0.1204E-17
107.6	0.1372E-17
109.2	0.1558E-17
111.0	0.1765E-17
112.7	0.1994E-17
114.4	0.2247E-17
116.2	0.2526E-17
117.9	0.2832E-17
119.7	0.3172E-17
121.5	0.3540E-17
123.3	0.3941E-17
125.1	0.4379E-17
127.0	0.4855E-17
128.8	0.5372E-17
130.7	0.5932E-17
132.5	0.6538E-17
134.4	0.7193E-17
136.3	0.7900E-17
138.2	0.8660E-17
140.2	0.9478E-17
142.1	0.1036E-16
144.1	0.1130E-16
146.0	0.1230E-16
148.0	0.1338E-16
150.0	0.1453E-16
 
 
C26   O2    Attachment                                          
E/N (Td)	Rate coefficient (m3/s)
1.000	0.2549E-35
1.007	0.2542E-35
1.027	0.2520E-35
1.060	0.2484E-35
1.107	0.2436E-35
1.168	0.2378E-35
1.242	0.2311E-35
1.329	0.2237E-35
1.430	0.2158E-35
1.544	0.2074E-35
1.671	0.1987E-35
1.812	0.1897E-35
1.966	0.1806E-35
2.134	0.1714E-35
2.315	0.1620E-35
2.510	0.1528E-35
2.718	0.1438E-35
2.940	0.1350E-35
3.174	0.1267E-35
3.423	0.1188E-35
3.685	0.1116E-35
3.960	0.1048E-35
4.248	0.9872E-36
4.550	0.9317E-36
4.866	0.8817E-36
5.195	0.8369E-36
5.537	0.7961E-36
5.893	0.7603E-36
6.262	0.7283E-36
6.644	0.6998E-36
7.040	0.6743E-36
7.450	0.6516E-36
7.872	0.6312E-36
8.309	0.6130E-36
8.758	0.5966E-36
9.221	0.5819E-36
9.698	0.5690E-36
10.19	0.5570E-36
10.69	0.5461E-36
11.21	0.5363E-36
11.74	0.5273E-36
12.28	0.5194E-36
12.84	0.5114E-36
13.41	0.5046E-36
13.99	0.4984E-36
14.59	0.4930E-36
15.20	0.4877E-36
15.83	0.4828E-36
16.46	0.4772E-36
17.11	0.4731E-36
17.78	0.4692E-36
18.46	0.4657E-36
19.15	0.4623E-36
19.85	0.4587E-36
20.57	0.4558E-36
21.30	0.4530E-36
22.05	0.4504E-36
22.81	0.4479E-36
23.58	0.4455E-36
24.36	0.4432E-36
25.16	0.4410E-36
25.97	0.4390E-36
26.80	0.4370E-36
27.64	0.4350E-36
28.49	0.4331E-36
29.36	0.4313E-36
30.23	0.4294E-36
31.13	0.4280E-36
32.03	0.4262E-36
32.95	0.4245E-36
33.89	0.4226E-36
34.83	0.4209E-36
35.79	0.4191E-36
36.77	0.4173E-36
37.75	0.4155E-36
38.75	0.4135E-36
39.77	0.4116E-36
40.79	0.4096E-36
41.83	0.4076E-36
42.89	0.4054E-36
43.95	0.4036E-36
45.03	0.4013E-36
46.13	0.3987E-36
47.23	0.3962E-36
48.36	0.3939E-36
49.49	0.3916E-36
50.64	0.3893E-36
51.80	0.3866E-36
52.97	0.3831E-36
54.16	0.3805E-36
55.36	0.3776E-36
56.58	0.3741E-36
57.81	0.3716E-36
59.05	0.3673E-36
60.30	0.3629E-36
61.57	0.3612E-36
62.85	0.3566E-36
64.15	0.3533E-36
65.46	0.3487E-36
66.78	0.3449E-36
68.11	0.3399E-36
69.46	0.3368E-36
70.83	0.3307E-36
72.20	0.3271E-36
73.59	0.3234E-36
74.99	0.3187E-36
76.41	0.3156E-36
77.84	0.3102E-36
79.28	0.3047E-36
80.74	0.3000E-36
82.21	0.2947E-36
83.69	0.2902E-36
85.19	0.2852E-36
86.70	0.2815E-36
88.22	0.2781E-36
89.76	0.2718E-36
91.31	0.2671E-36
92.87	0.2628E-36
94.45	0.2590E-36
96.04	0.2535E-36
97.64	0.2485E-36
99.26	0.2444E-36
100.9	0.2393E-36
102.5	0.2354E-36
104.2	0.2305E-36
105.9	0.2267E-36
107.6	0.2225E-36
109.2	0.2179E-36
111.0	0.2139E-36
112.7	0.2101E-36
114.4	0.2060E-36
116.2	0.2019E-36
117.9	0.1978E-36
119.7	0.1942E-36
121.5	0.1901E-36
123.3	0.1866E-36
125.1	0.1828E-36
127.0	0.1794E-36
128.8	0.1757E-36
130.7	0.1724E-36
132.5	0.1690E-36
134.4	0.1659E-36
136.3	0.1629E-36
138.2	0.1596E-36
140.2	0.1569E-36
142.1	0.1539E-36
144.1	0.1507E-36
146.0	0.1483E-36
148.0	0.1455E-36
150.0	0.1428E-36
 
 
C27   O2    Attachment                                          
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.2241E-25
13.99	0.8403E-25
14.59	0.2310E-24
15.20	0.5522E-24
15.83	0.1257E-23
16.46	0.3011E-23
17.11	0.6204E-23
17.78	0.1230E-22
18.46	0.2354E-22
19.15	0.4354E-22
19.85	0.8181E-22
20.57	0.1418E-21
21.30	0.2391E-21
22.05	0.3931E-21
22.81	0.6309E-21
23.58	0.9899E-21
24.36	0.1557E-20
25.16	0.2339E-20
25.97	0.3449E-20
26.80	0.4998E-20
27.64	0.7123E-20
28.49	0.9994E-20
29.36	0.1382E-19
30.23	0.1884E-19
31.13	0.2593E-19
32.03	0.3440E-19
32.95	0.4511E-19
33.89	0.5851E-19
34.83	0.7509E-19
35.79	0.9541E-19
36.77	0.1201E-18
37.75	0.1498E-18
38.75	0.1852E-18
39.77	0.2282E-18
40.79	0.2775E-18
41.83	0.3350E-18
42.89	0.4016E-18
43.95	0.4781E-18
45.03	0.5655E-18
46.13	0.6649E-18
47.23	0.7770E-18
48.36	0.9029E-18
49.49	0.1063E-17
50.64	0.1221E-17
51.80	0.1396E-17
52.97	0.1588E-17
54.16	0.1798E-17
55.36	0.2027E-17
56.58	0.2276E-17
57.81	0.2544E-17
59.05	0.2833E-17
60.30	0.3142E-17
61.57	0.3472E-17
62.85	0.3853E-17
64.15	0.4226E-17
65.46	0.4621E-17
66.78	0.5035E-17
68.11	0.5470E-17
69.46	0.5925E-17
70.83	0.6399E-17
72.20	0.6892E-17
73.59	0.7403E-17
74.99	0.7931E-17
76.41	0.8475E-17
77.84	0.8977E-17
79.28	0.9548E-17
80.74	0.1013E-16
82.21	0.1073E-16
83.69	0.1134E-16
85.19	0.1195E-16
86.70	0.1258E-16
88.22	0.1322E-16
89.76	0.1386E-16
91.31	0.1450E-16
92.87	0.1515E-16
94.45	0.1581E-16
96.04	0.1646E-16
97.64	0.1711E-16
99.26	0.1777E-16
100.9	0.1843E-16
102.5	0.1908E-16
104.2	0.1974E-16
105.9	0.2039E-16
107.6	0.2103E-16
109.2	0.2167E-16
111.0	0.2231E-16
112.7	0.2294E-16
114.4	0.2356E-16
116.2	0.2418E-16
117.9	0.2478E-16
119.7	0.2540E-16
121.5	0.2599E-16
123.3	0.2658E-16
125.1	0.2715E-16
127.0	0.2771E-16
128.8	0.2827E-16
130.7	0.2881E-16
132.5	0.2934E-16
134.4	0.2986E-16
136.3	0.3038E-16
138.2	0.3088E-16
140.2	0.3137E-16
142.1	0.3185E-16
144.1	0.3232E-16
146.0	0.3277E-16
148.0	0.3322E-16
150.0	0.3365E-16
 
 
C28   O2    Effective (momentum)                                
E/N (Td)	Rate coefficient (m3/s)
1.000	0.1079E-13
1.007	0.1083E-13
1.027	0.1094E-13
1.060	0.1111E-13
1.107	0.1136E-13
1.168	0.1167E-13
1.242	0.1206E-13
1.329	0.1252E-13
1.430	0.1306E-13
1.544	0.1368E-13
1.671	0.1439E-13
1.812	0.1521E-13
1.966	0.1613E-13
2.134	0.1714E-13
2.315	0.1826E-13
2.510	0.1947E-13
2.718	0.2075E-13
2.940	0.2207E-13
3.174	0.2341E-13
3.423	0.2473E-13
3.685	0.2602E-13
3.960	0.2726E-13
4.248	0.2844E-13
4.550	0.2954E-13
4.866	0.3056E-13
5.195	0.3150E-13
5.537	0.3239E-13
5.893	0.3318E-13
6.262	0.3390E-13
6.644	0.3455E-13
7.040	0.3515E-13
7.450	0.3569E-13
7.872	0.3617E-13
8.309	0.3662E-13
8.758	0.3703E-13
9.221	0.3739E-13
9.698	0.3772E-13
10.19	0.3803E-13
10.69	0.3831E-13
11.21	0.3857E-13
11.74	0.3880E-13
12.28	0.3902E-13
12.84	0.3923E-13
13.41	0.3942E-13
13.99	0.3959E-13
14.59	0.3974E-13
15.20	0.3989E-13
15.83	0.4003E-13
16.46	0.4018E-13
17.11	0.4030E-13
17.78	0.4041E-13
18.46	0.4051E-13
19.15	0.4061E-13
19.85	0.4072E-13
20.57	0.4081E-13
21.30	0.4089E-13
22.05	0.4097E-13
22.81	0.4105E-13
23.58	0.4112E-13
24.36	0.4119E-13
25.16	0.4126E-13
25.97	0.4133E-13
26.80	0.4139E-13
27.64	0.4145E-13
28.49	0.4152E-13
29.36	0.4158E-13
30.23	0.4164E-13
31.13	0.4169E-13
32.03	0.4176E-13
32.95	0.4182E-13
33.89	0.4189E-13
34.83	0.4195E-13
35.79	0.4202E-13
36.77	0.4209E-13
37.75	0.4217E-13
38.75	0.4225E-13
39.77	0.4234E-13
40.79	0.4243E-13
41.83	0.4252E-13
42.89	0.4262E-13
43.95	0.4273E-13
45.03	0.4284E-13
46.13	0.4297E-13
47.23	0.4310E-13
48.36	0.4324E-13
49.49	0.4340E-13
50.64	0.4356E-13
51.80	0.4373E-13
52.97	0.4392E-13
54.16	0.4412E-13
55.36	0.4433E-13
56.58	0.4456E-13
57.81	0.4480E-13
59.05	0.4505E-13
60.30	0.4532E-13
61.57	0.4560E-13
62.85	0.4592E-13
64.15	0.4624E-13
65.46	0.4657E-13
66.78	0.4692E-13
68.11	0.4728E-13
69.46	0.4765E-13
70.83	0.4804E-13
72.20	0.4845E-13
73.59	0.4887E-13
74.99	0.4930E-13
76.41	0.4975E-13
77.84	0.5018E-13
79.28	0.5065E-13
80.74	0.5113E-13
82.21	0.5162E-13
83.69	0.5213E-13
85.19	0.5264E-13
86.70	0.5317E-13
88.22	0.5370E-13
89.76	0.5425E-13
91.31	0.5480E-13
92.87	0.5535E-13
94.45	0.5592E-13
96.04	0.5648E-13
97.64	0.5706E-13
99.26	0.5764E-13
100.9	0.5822E-13
102.5	0.5881E-13
104.2	0.5940E-13
105.9	0.6000E-13
107.6	0.6059E-13
109.2	0.6119E-13
111.0	0.6179E-13
112.7	0.6239E-13
114.4	0.6299E-13
116.2	0.6359E-13
117.9	0.6419E-13
119.7	0.6481E-13
121.5	0.6541E-13
123.3	0.6601E-13
125.1	0.6661E-13
127.0	0.6720E-13
128.8	0.6779E-13
130.7	0.6838E-13
132.5	0.6897E-13
134.4	0.6956E-13
136.3	0.7014E-13
138.2	0.7073E-13
140.2	0.7131E-13
142.1	0.7188E-13
144.1	0.7246E-13
146.0	0.7301E-13
148.0	0.7358E-13
150.0	0.7414E-13
 
 
C29   O2    Excitation    0.020 eV                              
E/N (Td)	Rate coefficient (m3/s)
1.000	0.8325E-17
1.007	0.8381E-17
1.027	0.8551E-17
1.060	0.8835E-17
1.107	0.9236E-17
1.168	0.9758E-17
1.242	0.1040E-16
1.329	0.1118E-16
1.430	0.1210E-16
1.544	0.1316E-16
1.671	0.1437E-16
1.812	0.1573E-16
1.966	0.1723E-16
2.134	0.1884E-16
2.315	0.2054E-16
2.510	0.2229E-16
2.718	0.2404E-16
2.940	0.2574E-16
3.174	0.2735E-16
3.423	0.2883E-16
3.685	0.3016E-16
3.960	0.3134E-16
4.248	0.3235E-16
4.550	0.3320E-16
4.866	0.3390E-16
5.195	0.3448E-16
5.537	0.3495E-16
5.893	0.3530E-16
6.262	0.3556E-16
6.644	0.3575E-16
7.040	0.3587E-16
7.450	0.3595E-16
7.872	0.3598E-16
8.309	0.3599E-16
8.758	0.3596E-16
9.221	0.3591E-16
9.698	0.3584E-16
10.19	0.3576E-16
10.69	0.3567E-16
11.21	0.3558E-16
11.74	0.3548E-16
12.28	0.3536E-16
12.84	0.3526E-16
13.41	0.3515E-16
13.99	0.3504E-16
14.59	0.3491E-16
15.20	0.3479E-16
15.83	0.3468E-16
16.46	0.3457E-16
17.11	0.3445E-16
17.78	0.3434E-16
18.46	0.3422E-16
19.15	0.3411E-16
19.85	0.3402E-16
20.57	0.3391E-16
21.30	0.3379E-16
22.05	0.3368E-16
22.81	0.3357E-16
23.58	0.3346E-16
24.36	0.3330E-16
25.16	0.3319E-16
25.97	0.3308E-16
26.80	0.3297E-16
27.64	0.3286E-16
28.49	0.3275E-16
29.36	0.3264E-16
30.23	0.3252E-16
31.13	0.3241E-16
32.03	0.3229E-16
32.95	0.3218E-16
33.89	0.3206E-16
34.83	0.3193E-16
35.79	0.3181E-16
36.77	0.3168E-16
37.75	0.3154E-16
38.75	0.3141E-16
39.77	0.3127E-16
40.79	0.3113E-16
41.83	0.3098E-16
42.89	0.3082E-16
43.95	0.3066E-16
45.03	0.3050E-16
46.13	0.3033E-16
47.23	0.3015E-16
48.36	0.2996E-16
49.49	0.2975E-16
50.64	0.2955E-16
51.80	0.2934E-16
52.97	0.2912E-16
54.16	0.2889E-16
55.36	0.2866E-16
56.58	0.2842E-16
57.81	0.2817E-16
59.05	0.2791E-16
60.30	0.2764E-16
61.57	0.2737E-16
62.85	0.2706E-16
64.15	0.2677E-16
65.46	0.2647E-16
66.78	0.2617E-16
68.11	0.2586E-16
69.46	0.2554E-16
70.83	0.2521E-16
72.20	0.2488E-16
73.59	0.2455E-16
74.99	0.2421E-16
76.41	0.2387E-16
77.84	0.2355E-16
79.28	0.2320E-16
80.74	0.2285E-16
82.21	0.2250E-16
83.69	0.2215E-16
85.19	0.2179E-16
86.70	0.2143E-16
88.22	0.2108E-16
89.76	0.2073E-16
91.31	0.2037E-16
92.87	0.2002E-16
94.45	0.1967E-16
96.04	0.1932E-16
97.64	0.1898E-16
99.26	0.1864E-16
100.9	0.1830E-16
102.5	0.1796E-16
104.2	0.1763E-16
105.9	0.1730E-16
107.6	0.1698E-16
109.2	0.1666E-16
111.0	0.1635E-16
112.7	0.1604E-16
114.4	0.1574E-16
116.2	0.1544E-16
117.9	0.1515E-16
119.7	0.1484E-16
121.5	0.1456E-16
123.3	0.1428E-16
125.1	0.1401E-16
127.0	0.1375E-16
128.8	0.1349E-16
130.7	0.1323E-16
132.5	0.1299E-16
134.4	0.1274E-16
136.3	0.1250E-16
138.2	0.1227E-16
140.2	0.1204E-16
142.1	0.1182E-16
144.1	0.1160E-16
146.0	0.1141E-16
148.0	0.1121E-16
150.0	0.1100E-16
 
 
C30   O2    Excitation    0.19 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.1088E-15
1.007	0.1101E-15
1.027	0.1140E-15
1.060	0.1207E-15
1.107	0.1301E-15
1.168	0.1422E-15
1.242	0.1572E-15
1.329	0.1748E-15
1.430	0.1948E-15
1.544	0.2170E-15
1.671	0.2407E-15
1.812	0.2653E-15
1.966	0.2899E-15
2.134	0.3134E-15
2.315	0.3352E-15
2.510	0.3544E-15
2.718	0.3704E-15
2.940	0.3831E-15
3.174	0.3923E-15
3.423	0.3982E-15
3.685	0.4012E-15
3.960	0.4018E-15
4.248	0.4004E-15
4.550	0.3974E-15
4.866	0.3933E-15
5.195	0.3885E-15
5.537	0.3828E-15
5.893	0.3772E-15
6.262	0.3715E-15
6.644	0.3659E-15
7.040	0.3604E-15
7.450	0.3551E-15
7.872	0.3500E-15
8.309	0.3452E-15
8.758	0.3406E-15
9.221	0.3363E-15
9.698	0.3324E-15
10.19	0.3286E-15
10.69	0.3251E-15
11.21	0.3217E-15
11.74	0.3186E-15
12.28	0.3155E-15
12.84	0.3129E-15
13.41	0.3103E-15
13.99	0.3080E-15
14.59	0.3056E-15
15.20	0.3034E-15
15.83	0.3014E-15
16.46	0.2994E-15
17.11	0.2976E-15
17.78	0.2960E-15
18.46	0.2944E-15
19.15	0.2929E-15
19.85	0.2910E-15
20.57	0.2897E-15
21.30	0.2884E-15
22.05	0.2871E-15
22.81	0.2859E-15
23.58	0.2847E-15
24.36	0.2834E-15
25.16	0.2823E-15
25.97	0.2812E-15
26.80	0.2802E-15
27.64	0.2791E-15
28.49	0.2781E-15
29.36	0.2771E-15
30.23	0.2761E-15
31.13	0.2753E-15
32.03	0.2743E-15
32.95	0.2732E-15
33.89	0.2722E-15
34.83	0.2711E-15
35.79	0.2701E-15
36.77	0.2690E-15
37.75	0.2679E-15
38.75	0.2668E-15
39.77	0.2655E-15
40.79	0.2643E-15
41.83	0.2630E-15
42.89	0.2617E-15
43.95	0.2604E-15
45.03	0.2590E-15
46.13	0.2576E-15
47.23	0.2561E-15
48.36	0.2545E-15
49.49	0.2529E-15
50.64	0.2513E-15
51.80	0.2495E-15
52.97	0.2477E-15
54.16	0.2458E-15
55.36	0.2438E-15
56.58	0.2417E-15
57.81	0.2396E-15
59.05	0.2374E-15
60.30	0.2352E-15
61.57	0.2328E-15
62.85	0.2303E-15
64.15	0.2278E-15
65.46	0.2252E-15
66.78	0.2226E-15
68.11	0.2200E-15
69.46	0.2172E-15
70.83	0.2145E-15
72.20	0.2116E-15
73.59	0.2088E-15
74.99	0.2059E-15
76.41	0.2029E-15
77.84	0.2001E-15
79.28	0.1971E-15
80.74	0.1941E-15
82.21	0.1911E-15
83.69	0.1881E-15
85.19	0.1850E-15
86.70	0.1820E-15
88.22	0.1789E-15
89.76	0.1759E-15
91.31	0.1728E-15
92.87	0.1698E-15
94.45	0.1668E-15
96.04	0.1638E-15
97.64	0.1609E-15
99.26	0.1579E-15
100.9	0.1550E-15
102.5	0.1521E-15
104.2	0.1493E-15
105.9	0.1465E-15
107.6	0.1437E-15
109.2	0.1410E-15
111.0	0.1383E-15
112.7	0.1357E-15
114.4	0.1331E-15
116.2	0.1305E-15
117.9	0.1280E-15
119.7	0.1253E-15
121.5	0.1229E-15
123.3	0.1205E-15
125.1	0.1182E-15
127.0	0.1159E-15
128.8	0.1137E-15
130.7	0.1115E-15
132.5	0.1094E-15
134.4	0.1073E-15
136.3	0.1053E-15
138.2	0.1033E-15
140.2	0.1013E-15
142.1	0.9942E-16
144.1	0.9756E-16
146.0	0.9589E-16
148.0	0.9411E-16
150.0	0.9238E-16
 
 
C31   O2    Excitation    0.19 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.1515E-25
13.41	0.4220E-24
13.99	0.1402E-23
14.59	0.4023E-23
15.20	0.9507E-23
15.83	0.2145E-22
16.46	0.5096E-22
17.11	0.1043E-21
17.78	0.2059E-21
18.46	0.3924E-21
19.15	0.7240E-21
19.85	0.1358E-20
20.57	0.2351E-20
21.30	0.3964E-20
22.05	0.6521E-20
22.81	0.1048E-19
23.58	0.1647E-19
24.36	0.2597E-19
25.16	0.3911E-19
25.97	0.5786E-19
26.80	0.8414E-19
27.64	0.1204E-18
28.49	0.1696E-18
29.36	0.2356E-18
30.23	0.3227E-18
31.13	0.4462E-18
32.03	0.5951E-18
32.95	0.7846E-18
33.89	0.1023E-17
34.83	0.1321E-17
35.79	0.1688E-17
36.77	0.2137E-17
37.75	0.2681E-17
38.75	0.3335E-17
39.77	0.4135E-17
40.79	0.5060E-17
41.83	0.6147E-17
42.89	0.7416E-17
43.95	0.8886E-17
45.03	0.1058E-16
46.13	0.1252E-16
47.23	0.1473E-16
48.36	0.1722E-16
49.49	0.2041E-16
50.64	0.2360E-16
51.80	0.2716E-16
52.97	0.3110E-16
54.16	0.3545E-16
55.36	0.4023E-16
56.58	0.4546E-16
57.81	0.5116E-16
59.05	0.5733E-16
60.30	0.6401E-16
61.57	0.7120E-16
62.85	0.7953E-16
64.15	0.8780E-16
65.46	0.9661E-16
66.78	0.1060E-15
68.11	0.1159E-15
69.46	0.1263E-15
70.83	0.1373E-15
72.20	0.1488E-15
73.59	0.1608E-15
74.99	0.1733E-15
76.41	0.1864E-15
77.84	0.1987E-15
79.28	0.2126E-15
80.74	0.2270E-15
82.21	0.2418E-15
83.69	0.2570E-15
85.19	0.2726E-15
86.70	0.2886E-15
88.22	0.3050E-15
89.76	0.3216E-15
91.31	0.3386E-15
92.87	0.3558E-15
94.45	0.3733E-15
96.04	0.3909E-15
97.64	0.4088E-15
99.26	0.4268E-15
100.9	0.4451E-15
102.5	0.4634E-15
104.2	0.4819E-15
105.9	0.5005E-15
107.6	0.5191E-15
109.2	0.5377E-15
111.0	0.5564E-15
112.7	0.5751E-15
114.4	0.5938E-15
116.2	0.6124E-15
117.9	0.6310E-15
119.7	0.6500E-15
121.5	0.6685E-15
123.3	0.6868E-15
125.1	0.7051E-15
127.0	0.7232E-15
128.8	0.7412E-15
130.7	0.7591E-15
132.5	0.7768E-15
134.4	0.7943E-15
136.3	0.8117E-15
138.2	0.8290E-15
140.2	0.8460E-15
142.1	0.8629E-15
144.1	0.8796E-15
146.0	0.8955E-15
148.0	0.9118E-15
150.0	0.9279E-15
 
 
C32   O2    Excitation    0.38 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.3114E-17
1.007	0.3209E-17
1.027	0.3505E-17
1.060	0.4037E-17
1.107	0.4863E-17
1.168	0.6066E-17
1.242	0.7756E-17
1.329	0.1006E-16
1.430	0.1313E-16
1.544	0.1710E-16
1.671	0.2206E-16
1.812	0.2808E-16
1.966	0.3512E-16
2.134	0.4284E-16
2.315	0.5143E-16
2.510	0.6040E-16
2.718	0.6942E-16
2.940	0.7817E-16
3.174	0.8638E-16
3.423	0.9384E-16
3.685	0.1004E-15
3.960	0.1061E-15
4.248	0.1109E-15
4.550	0.1148E-15
4.866	0.1179E-15
5.195	0.1203E-15
5.537	0.1223E-15
5.893	0.1236E-15
6.262	0.1246E-15
6.644	0.1252E-15
7.040	0.1255E-15
7.450	0.1257E-15
7.872	0.1256E-15
8.309	0.1255E-15
8.758	0.1252E-15
9.221	0.1249E-15
9.698	0.1245E-15
10.19	0.1240E-15
10.69	0.1236E-15
11.21	0.1231E-15
11.74	0.1226E-15
12.28	0.1221E-15
12.84	0.1216E-15
13.41	0.1212E-15
13.99	0.1206E-15
14.59	0.1201E-15
15.20	0.1197E-15
15.83	0.1192E-15
16.46	0.1189E-15
17.11	0.1184E-15
17.78	0.1180E-15
18.46	0.1175E-15
19.15	0.1171E-15
19.85	0.1167E-15
20.57	0.1162E-15
21.30	0.1158E-15
22.05	0.1154E-15
22.81	0.1150E-15
23.58	0.1146E-15
24.36	0.1141E-15
25.16	0.1137E-15
25.97	0.1133E-15
26.80	0.1129E-15
27.64	0.1125E-15
28.49	0.1122E-15
29.36	0.1118E-15
30.23	0.1114E-15
31.13	0.1110E-15
32.03	0.1106E-15
32.95	0.1102E-15
33.89	0.1098E-15
34.83	0.1094E-15
35.79	0.1089E-15
36.77	0.1085E-15
37.75	0.1080E-15
38.75	0.1076E-15
39.77	0.1071E-15
40.79	0.1066E-15
41.83	0.1061E-15
42.89	0.1055E-15
43.95	0.1050E-15
45.03	0.1044E-15
46.13	0.1038E-15
47.23	0.1032E-15
48.36	0.1026E-15
49.49	0.1019E-15
50.64	0.1012E-15
51.80	0.1005E-15
52.97	0.9976E-16
54.16	0.9898E-16
55.36	0.9818E-16
56.58	0.9734E-16
57.81	0.9648E-16
59.05	0.9559E-16
60.30	0.9467E-16
61.57	0.9372E-16
62.85	0.9266E-16
64.15	0.9166E-16
65.46	0.9063E-16
66.78	0.8958E-16
68.11	0.8850E-16
69.46	0.8740E-16
70.83	0.8629E-16
72.20	0.8515E-16
73.59	0.8399E-16
74.99	0.8282E-16
76.41	0.8164E-16
77.84	0.8053E-16
79.28	0.7933E-16
80.74	0.7812E-16
82.21	0.7690E-16
83.69	0.7568E-16
85.19	0.7446E-16
86.70	0.7324E-16
88.22	0.7201E-16
89.76	0.7079E-16
91.31	0.6958E-16
92.87	0.6836E-16
94.45	0.6716E-16
96.04	0.6598E-16
97.64	0.6479E-16
99.26	0.6361E-16
100.9	0.6245E-16
102.5	0.6129E-16
104.2	0.6015E-16
105.9	0.5903E-16
107.6	0.5792E-16
109.2	0.5682E-16
111.0	0.5575E-16
112.7	0.5469E-16
114.4	0.5364E-16
116.2	0.5262E-16
117.9	0.5161E-16
119.7	0.5056E-16
121.5	0.4959E-16
123.3	0.4864E-16
125.1	0.4771E-16
127.0	0.4680E-16
128.8	0.4590E-16
130.7	0.4503E-16
132.5	0.4418E-16
134.4	0.4334E-16
136.3	0.4252E-16
138.2	0.4172E-16
140.2	0.4094E-16
142.1	0.4018E-16
144.1	0.3944E-16
146.0	0.3877E-16
148.0	0.3806E-16
150.0	0.3736E-16
 
 
